Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source
FDN56,5.46,Regular,0.106538757,Fruits and Vegetables,145.4786,OUT027,1985,Medium,Tier 3,Supermarket Type3,5779.144,train
NCI55,18.6,Low Fat,0.012673238,Household,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,4020.7662,train
FDB28,6.615,Low Fat,0.093307668,Dairy,195.9426,OUT013,1987,High,Tier 3,Supermarket Type1,2570.6538,train
NCA18,10.1,Low Fat,0.056191301,Household,115.7492,OUT045,2002,Small,Tier 2,Supermarket Type1,579.246,train
FDC46,17.7,Low Fat,0.116542484,Snack Foods,182.6266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054,train
NCZ42,10.5,Low Fat,0.011285795,Household,235.8248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464,train
DRA59,8.27,Regular,0.127308434,Soft Drinks,186.6924,OUT027,1985,Medium,Tier 3,Supermarket Type3,7033.5112,train
DRB25,12.3,Low Fat,0.069742672,Soft Drinks,106.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1715.1008,train
FDE24,14.85,Low Fat,0.093010026,Baking Goods,143.0812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.5112,train
FDA57,18.85,Low Fat,0.03961061,Snack Foods,41.648,OUT013,1987,High,Tier 3,Supermarket Type1,759.012,train
FDZ46,7.485,Low Fat,0.069514712,Snack Foods,108.7228,OUT017,2007,Small,Tier 2,Supermarket Type1,1326.2736,train
FDX39,14.3,Regular,0.083147702,Meat,210.1586,OUT010,1998,Small,Tier 3,Grocery Store,422.1172,train
FDW35,10.6,Low Fat,0.011106465,Breads,42.7454,OUT049,1999,Medium,Tier 1,Supermarket Type1,419.454,train
FDZ55,6.055,Low Fat,0.02528566,Fruits and Vegetables,158.792,OUT027,1985,Medium,Tier 3,Supermarket Type3,4474.176,train
FDI04,13.65,Regular,0.072851756,Frozen Foods,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,3954.852,train
FDU46,10.3,Regular,0.011072421,Snack Foods,85.354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2077.296,train
FDE14,13.65,Regular,0.031494041,Canned,98.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2197.14,train
FDX23,6.445,Low Fat,0.029667053,Baking Goods,94.4436,OUT013,1987,High,Tier 3,Supermarket Type1,1134.5232,train
NCN18,8.895,Low Fat,0.0,Household,111.9544,OUT035,2004,Small,Tier 2,Supermarket Type1,1565.9616,train
FDR02,16.7,Low Fat,0.022099982,Dairy,110.1886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1334.2632,train
FDH04,6.115,Regular,0.011372972,Frozen Foods,89.6488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832,train
FDZ51,11.3,Regular,0.091310237,Meat,96.9094,OUT010,1998,Small,Tier 3,Grocery Store,190.4188,train
FDR15,9.3,Regular,0.033437991,Meat,153.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2326.971,train
NCQ30,7.725,Low Fat,0.029117482,Household,123.0414,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.9382,train
FDW45,18.0,Low Fat,0.039071642,Snack Foods,145.3418,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508,train
FDQ52,17.0,Low Fat,0.119362409,Frozen Foods,249.4434,OUT035,2004,Small,Tier 2,Supermarket Type1,5960.2416,train
FDM01,7.895,Regular,0.094109236,Breakfast,102.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,train
FDE21,12.8,Low Fat,0.02299122,Fruits and Vegetables,114.9492,OUT045,2002,Small,Tier 2,Supermarket Type1,1737.738,train
FDH28,15.85,Regular,0.110010191,Frozen Foods,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,341.5554,train
FDQ56,6.59,Low Fat,0.176748258,Fruits and Vegetables,82.7908,OUT010,1998,Small,Tier 3,Grocery Store,83.8908,train
DRM49,6.11,Regular,0.0,Soft Drinks,43.0086,OUT049,1999,Medium,Tier 1,Supermarket Type1,713.7376,train
NCI29,8.6,Low Fat,0.032463574,Health and Hygiene,139.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4963.539,train
FDW44,9.5,Regular,0.035222503,Fruits and Vegetables,170.1448,OUT045,2002,Small,Tier 2,Supermarket Type1,1874.8928,train
FDR10,17.6,Low Fat,0.010055503,Snack Foods,163.7552,OUT049,1999,Medium,Tier 1,Supermarket Type1,1787.0072,train
FDO60,20.0,Low Fat,0.034363029,Baking Goods,43.5086,OUT035,2004,Small,Tier 2,Supermarket Type1,401.4774,train
FDG08,13.15,Regular,0.0,Fruits and Vegetables,171.9764,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.8696,train
FDP10,19.0,Low Fat,0.128349909,Snack Foods,106.5622,OUT045,2002,Small,Tier 2,Supermarket Type1,1482.0708,train
FDG45,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,OUT017,2007,Small,Tier 2,Supermarket Type1,5946.9256,train
DRM47,9.3,Low Fat,0.043964058,Hard Drinks,192.3846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4586.0304,train
FDO40,17.1,Low Fat,0.032470108,Frozen Foods,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48,train
DRE37,13.5,LF,0.094603404,Soft Drinks,187.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3214.4824,train
FDX13,7.725,Low Fat,0.047743195,Canned,248.3092,OUT013,1987,High,Tier 3,Supermarket Type1,6474.2392,train
FDE21,12.8,Low Fat,0.0,Fruits and Vegetables,115.3492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3823.0236,train
NCU53,5.485,Low Fat,0.071557769,Health and Hygiene,165.7842,OUT010,1998,Small,Tier 3,Grocery Store,165.7842,train
NCH07,13.15,Low Fat,0.155105614,Household,157.2604,OUT010,1998,Small,Tier 3,Grocery Store,316.9208,train
FDJ07,7.26,Low Fat,0.014505108,Meat,118.415,OUT017,2007,Small,Tier 2,Supermarket Type1,1747.725,train
FDB46,10.5,Regular,0.093909644,Snack Foods,213.7244,OUT049,1999,Medium,Tier 1,Supermarket Type1,4022.7636,train
DRL01,19.5,Regular,0.077157727,Soft Drinks,232.4958,OUT035,2004,Small,Tier 2,Supermarket Type1,2804.3496,train
FDN57,18.25,Low Fat,0.094957079,Snack Foods,143.5154,OUT019,1985,Small,Tier 1,Grocery Store,567.2616,train
FDO38,17.25,low fat,0.072486326,Canned,78.9986,OUT027,1985,Medium,Tier 3,Supermarket Type3,2259.0594,train
FDA45,21.25,Low Fat,0.155694794,Snack Foods,177.637,OUT045,2002,Small,Tier 2,Supermarket Type1,2999.429,train
FDP27,8.155,Low Fat,0.20914265,Meat,190.953,OUT019,1985,Small,Tier 1,Grocery Store,379.506,train
DRG36,14.15,Low Fat,0.095298849,Soft Drinks,171.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3935.5438,train
DRL47,19.7,Low Fat,0.038736781,Hard Drinks,127.4362,OUT046,1997,Small,Tier 1,Supermarket Type1,1510.0344,train
NCA05,20.75,Low Fat,0.044000492,Health and Hygiene,148.2734,OUT019,1985,Small,Tier 1,Grocery Store,296.9468,train
FDL38,13.8,Regular,0.014720848,Canned,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1,1516.6924,train
FDC32,18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,555.2772,train
NCI06,11.3,Low Fat,0.047814463,Household,179.266,OUT045,2002,Small,Tier 2,Supermarket Type1,5033.448,train
FDI05,8.35,Regular,0.127066966,Frozen Foods,76.5354,OUT049,1999,Medium,Tier 1,Supermarket Type1,1655.1788,train
FDR52,12.65,Regular,0.076474728,Frozen Foods,191.8846,OUT017,2007,Small,Tier 2,Supermarket Type1,1146.5076,train
FDU26,16.7,Regular,0.042860026,Dairy,120.3782,OUT017,2007,Small,Tier 2,Supermarket Type1,1668.4948,train
FDG33,5.365,Regular,0.141033536,Seafood,173.6764,OUT017,2007,Small,Tier 2,Supermarket Type1,858.882,train
FDE38,6.52,Low Fat,0.044607161,Canned,164.2842,OUT046,1997,Small,Tier 1,Supermarket Type1,2818.3314,train
FDI35,14.0,Low Fat,0.041283361,Starchy Foods,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,5452.902,train
FDN23,6.575,Regular,0.075444922,Breads,146.0444,OUT013,1987,High,Tier 3,Supermarket Type1,2612.5992,train
NCP54,15.35,Low Fat,0.035143024,Household,124.373,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.941,train
FDO39,6.985,Regular,0.13725257,Meat,183.7608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728,train
NCT17,10.8,LF,0.041831008,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,2261.0568,train
NCK30,14.85,Low Fat,0.060967038,Household,254.3698,OUT035,2004,Small,Tier 2,Supermarket Type1,4566.0564,train
FDM24,6.135,Regular,0.078943221,Baking Goods,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,1813.6392,train
FDA35,14.85,Regular,0.053837561,Baking Goods,120.8072,OUT046,1997,Small,Tier 1,Supermarket Type1,4287.752,train
NCM07,9.395,Low Fat,0.039928582,Others,83.2908,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362,train
FDD09,13.5,low fat,0.021617996,Fruits and Vegetables,179.6976,OUT017,2007,Small,Tier 2,Supermarket Type1,1810.976,train
FDW07,18.0,Regular,0.143495952,Fruits and Vegetables,88.7514,OUT017,2007,Small,Tier 2,Supermarket Type1,1062.6168,train
FDM27,12.35,Regular,0.157701958,Meat,158.7946,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,train
NCY53,20.0,Low Fat,0.058719568,Health and Hygiene,111.0544,OUT018,2009,Medium,Tier 3,Supermarket Type2,894.8352,train
FDA10,20.35,Low Fat,0.142618182,Snack Foods,123.2072,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,train
DRB24,8.785,Low Fat,0.020573334,Soft Drinks,156.4656,OUT035,2004,Small,Tier 2,Supermarket Type1,2162.5184,train
NCN53,5.175,Low Fat,0.030208465,Health and Hygiene,35.4874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1693.7952,train
FDA31,7.1,Low Fat,0.110234793,Fruits and Vegetables,171.708,OUT045,2002,Small,Tier 2,Supermarket Type1,3115.944,train
FDE24,14.85,Low Fat,0.093991286,Baking Goods,140.9812,OUT017,2007,Small,Tier 2,Supermarket Type1,3277.0676,train
FDA04,11.3,reg,0.067001825,Frozen Foods,259.1962,OUT018,2009,Medium,Tier 3,Supermarket Type2,5438.9202,train
FDV26,20.25,Regular,0.076314907,Dairy,196.7794,OUT045,2002,Small,Tier 2,Supermarket Type1,2731.1116,train
FDF40,20.25,Regular,0.022403117,Dairy,250.9092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036,train
FDH34,8.63,Low Fat,0.030944666,Snack Foods,186.6582,OUT027,1985,Medium,Tier 3,Supermarket Type3,3715.164,train
FDO16,5.48,Low Fat,0.02528802,Frozen Foods,83.325,OUT010,1998,Small,Tier 3,Grocery Store,416.125,train
FDZ43,11.0,Regular,0.057058545,Fruits and Vegetables,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,3635.268,train
DRJ51,14.1,Low Fat,0.0,Dairy,231.9668,OUT049,1999,Medium,Tier 1,Supermarket Type1,1842.9344,train
NCL07,13.85,Low Fat,0.05486977,Others,40.548,OUT019,1985,Small,Tier 1,Grocery Store,39.948,train
FDU58,6.61,Regular,0.029006239,Snack Foods,186.0898,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.2572,train
FDI26,5.94,Low Fat,0.034880143,Canned,177.9344,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.86,train
FDG24,7.975,LF,0.014713909,Baking Goods,83.125,OUT017,2007,Small,Tier 2,Supermarket Type1,2579.975,train
NCM19,12.65,Low Fat,0.047237246,Others,112.5202,OUT046,1997,Small,Tier 1,Supermarket Type1,787.6414,train
NCO29,11.15,Low Fat,0.032306341,Health and Hygiene,166.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.7156,train
NCM05,6.825,Low Fat,0.100171568,Health and Hygiene,262.7226,OUT010,1998,Small,Tier 3,Grocery Store,264.3226,train
NCE07,8.18,Low Fat,0.013130031,Household,142.6154,OUT046,1997,Small,Tier 1,Supermarket Type1,709.077,train
FDR10,17.6,LF,0.010096684,Snack Foods,160.4552,OUT017,2007,Small,Tier 2,Supermarket Type1,2599.2832,train
FDO12,15.75,Low Fat,0.055015935,Baking Goods,194.3452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,train
FDC17,12.15,Low Fat,0.015460726,Frozen Foods,211.8928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,train
FDF34,9.3,Regular,0.02346559,Snack Foods,197.6084,OUT010,1998,Small,Tier 3,Grocery Store,595.2252,train
FDO22,13.5,Regular,0.017932223,Snack Foods,78.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,239.688,train
FDT52,9.695,Regular,0.047420609,Frozen Foods,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.2448,train
FDR24,17.35,Regular,0.062547321,Baking Goods,88.383,OUT027,1985,Medium,Tier 3,Supermarket Type3,2067.309,train
FDP08,20.5,Regular,0.112410046,Fruits and Vegetables,192.2478,OUT046,1997,Small,Tier 1,Supermarket Type1,3874.956,train
FDF39,14.85,Regular,0.019511288,Dairy,262.591,OUT046,1997,Small,Tier 1,Supermarket Type1,4996.829,train
NCQ06,13.0,Low Fat,0.041789718,Household,256.1014,OUT013,1987,High,Tier 3,Supermarket Type1,2550.014,train
FDR04,7.075,Low Fat,0.022548195,Frozen Foods,95.7068,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,train
FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125.1388,OUT035,2004,Small,Tier 2,Supermarket Type1,1981.4208,train
DRD15,10.6,Low Fat,0.095064731,Dairy,232.4642,OUT010,1998,Small,Tier 3,Grocery Store,697.0926,train
FDB02,9.695,Regular,0.029283081,Canned,175.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,3705.177,train
NCS18,12.65,Low Fat,0.042383069,Household,108.0938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607.907,train
NCS30,5.945,Low Fat,0.155706798,Household,127.9652,OUT010,1998,Small,Tier 3,Grocery Store,645.826,train
FDN15,17.5,Low Fat,0.016767995,Meat,141.418,OUT045,2002,Small,Tier 2,Supermarket Type1,1957.452,train
NCL31,7.39,Low Fat,0.120961347,Others,143.847,OUT017,2007,Small,Tier 2,Supermarket Type1,4866.998,train
FDV31,9.8,Low Fat,0.178622919,Fruits and Vegetables,177.937,OUT010,1998,Small,Tier 3,Grocery Store,176.437,train
FDF38,11.8,Regular,0.02633607,Canned,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,406.138,train
DRK59,8.895,low fat,0.126287542,Hard Drinks,235.5616,OUT010,1998,Small,Tier 3,Grocery Store,468.7232,train
DRJ24,11.8,Low Fat,0.11350542,Soft Drinks,186.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2961.4784,train
FDW51,6.155,Regular,0.094201477,Meat,213.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,6817.792,train
FDN49,17.25,Regular,0.125224466,Breakfast,41.248,OUT046,1997,Small,Tier 1,Supermarket Type1,679.116,train
FDE20,11.35,Regular,0.005561798,Fruits and Vegetables,168.379,OUT017,2007,Small,Tier 2,Supermarket Type1,3225.801,train
FDV38,19.25,LF,0.101980245,Dairy,54.3956,OUT045,2002,Small,Tier 2,Supermarket Type1,873.5296,train
FDH60,19.7,Regular,0.081193712,Baking Goods,198.411,OUT017,2007,Small,Tier 2,Supermarket Type1,2553.343,train
NCD55,14.0,Low Fat,0.024369007,Household,40.2454,OUT049,1999,Medium,Tier 1,Supermarket Type1,922.7988,train
FDU13,8.355,Low Fat,0.188619537,Canned,146.4418,OUT017,2007,Small,Tier 2,Supermarket Type1,3089.9778,train
FDZ07,15.1,reg,0.094037291,Fruits and Vegetables,62.3194,OUT049,1999,Medium,Tier 1,Supermarket Type1,495.3552,train
FDY13,12.1,Low Fat,0.030188505,Canned,77.367,OUT045,2002,Small,Tier 2,Supermarket Type1,612.536,train
FDP56,8.185,low fat,0.046578409,Fruits and Vegetables,48.6692,OUT045,2002,Small,Tier 2,Supermarket Type1,1182.4608,train
DRA59,8.27,Regular,0.223985293,Soft Drinks,186.2924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,train
FDY40,15.5,Regular,0.085763562,Frozen Foods,49.0692,OUT013,1987,High,Tier 3,Supermarket Type1,295.6152,train
FDW40,14.0,Regular,0.105145451,Frozen Foods,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,4844.3608,train
NCW17,18.0,Low Fat,0.019382568,Health and Hygiene,129.3994,OUT035,2004,Small,Tier 2,Supermarket Type1,3340.9844,train
DRN37,9.6,Low Fat,0.0,Soft Drinks,166.5158,OUT049,1999,Medium,Tier 1,Supermarket Type1,3509.4318,train
FDZ19,6.425,Low Fat,0.093002339,Fruits and Vegetables,177.7712,OUT027,1985,Medium,Tier 3,Supermarket Type3,4921.5936,train
FDW34,9.6,Low Fat,0.035549527,Snack Foods,244.117,OUT013,1987,High,Tier 3,Supermarket Type1,5346.374,train
FDC28,7.905,Low Fat,0.054720642,Frozen Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2387.5588,train
FDB29,16.7,Regular,0.052708138,Frozen Foods,114.7176,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.8696,train
FDE26,9.3,Low Fat,0.089144149,Canned,144.9786,OUT049,1999,Medium,Tier 1,Supermarket Type1,1011.3502,train
FDG45,8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,OUT035,2004,Small,Tier 2,Supermarket Type1,6371.706,train
NCC18,19.1,Low Fat,0.178272728,Household,172.4422,OUT017,2007,Small,Tier 2,Supermarket Type1,1551.9798,train
NCU54,8.88,Low Fat,0.099024124,Household,208.527,OUT018,2009,Medium,Tier 3,Supermarket Type2,3145.905,train
FDF26,6.825,Regular,0.046898544,Canned,153.7998,OUT017,2007,Small,Tier 2,Supermarket Type1,922.7988,train
FDX52,11.5,Regular,0.041994624,Frozen Foods,194.782,OUT035,2004,Small,Tier 2,Supermarket Type1,3475.476,train
FDR04,7.075,Low Fat,0.022694623,Frozen Foods,98.8068,OUT017,2007,Small,Tier 2,Supermarket Type1,2527.3768,train
NCP06,20.7,Low Fat,0.039467795,Household,151.7366,OUT017,2007,Small,Tier 2,Supermarket Type1,604.5464,train
FDN25,7.895,Regular,0.061270647,Breakfast,56.7588,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528,train
NCH42,6.86,Low Fat,0.036686158,Household,229.601,OUT018,2009,Medium,Tier 3,Supermarket Type2,2526.711,train
FDO46,9.6,Regular,0.014200671,Snack Foods,187.1872,OUT013,1987,High,Tier 3,Supermarket Type1,3214.4824,train
NCG54,12.1,Low Fat,0.079806266,Household,172.1106,OUT046,1997,Small,Tier 1,Supermarket Type1,3422.212,train
FDU07,11.1,Low Fat,0.059797172,Fruits and Vegetables,151.8366,OUT013,1987,High,Tier 3,Supermarket Type1,1057.9562,train
DRJ11,9.5,Low Fat,0.0,Hard Drinks,190.9872,OUT045,2002,Small,Tier 2,Supermarket Type1,3025.3952,train
FDH10,21.0,Low Fat,0.049381666,Snack Foods,193.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824,train
FDN56,5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,OUT046,1997,Small,Tier 1,Supermarket Type1,2022.7004,train
FDY56,16.35,Regular,0.109274313,Fruits and Vegetables,225.3062,OUT019,1985,Small,Tier 1,Grocery Store,677.1186,train
NCQ53,17.6,Low Fat,0.018889593,Health and Hygiene,236.259,OUT013,1987,High,Tier 3,Supermarket Type1,4727.18,train
NCN54,20.35,Low Fat,0.021369722,Household,75.8328,OUT045,2002,Small,Tier 2,Supermarket Type1,154.4656,train
NCC43,7.39,Low Fat,0.092927148,Household,249.5066,OUT049,1999,Medium,Tier 1,Supermarket Type1,4267.1122,train
FDB35,12.3,Regular,0.113139486,Starchy Foods,92.9804,OUT019,1985,Small,Tier 1,Grocery Store,183.7608,train
FDX33,9.195,Regular,0.117387066,Snack Foods,160.2578,OUT013,1987,High,Tier 3,Supermarket Type1,4492.8184,train
NCT06,17.1,Low Fat,0.038730229,Household,166.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,4807.7418,train
FDM50,13.0,Regular,0.030211742,Canned,59.322,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.298,train
FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.2938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.876,train
NCT54,8.695,Low Fat,0.120022543,Household,94.8094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,train
FDG34,11.5,Regular,0.037388493,Snack Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,1410.8302,train
NCW54,7.5,low fat,0.096413261,Household,55.3588,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.6584,train
FDZ46,7.485,Low Fat,0.069405301,Snack Foods,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.228,train
NCK19,9.8,Low Fat,0.090649107,Others,194.3478,OUT045,2002,Small,Tier 2,Supermarket Type1,4649.9472,train
NCQ05,11.395,Low Fat,0.021649904,Health and Hygiene,150.8708,OUT045,2002,Small,Tier 2,Supermarket Type1,4363.6532,train
NCE54,20.7,Low Fat,0.02689477,Household,76.7354,OUT035,2004,Small,Tier 2,Supermarket Type1,2482.7682,train
FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,train
FDB23,19.2,Regular,0.00978492,Starchy Foods,225.9062,OUT019,1985,Small,Tier 1,Grocery Store,451.4124,train
DRL49,13.15,Low Fat,0.056429024,Soft Drinks,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,1282.3308,train
FDT03,21.25,Low Fat,0.009998763,Meat,182.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,551.2824,train
FDW59,13.15,Low Fat,0.020757926,Breads,84.3566,OUT045,2002,Small,Tier 2,Supermarket Type1,761.0094,train
NCB18,19.6,LF,0.041374909,Household,89.2514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8224,train
FDI22,12.6,Low Fat,0.096756649,Snack Foods,208.7612,OUT017,2007,Small,Tier 2,Supermarket Type1,5226.53,train
FDZ50,12.8,Regular,0.079523619,Dairy,181.7608,OUT017,2007,Small,Tier 2,Supermarket Type1,4961.5416,train
FDS14,7.285,Low Fat,0.0,Dairy,155.1288,OUT017,2007,Small,Tier 2,Supermarket Type1,1414.1592,train
NCN19,13.1,Low Fat,0.012167988,Others,190.253,OUT017,2007,Small,Tier 2,Supermarket Type1,4174.566,train
FDG46,8.63,Regular,0.032976399,Snack Foods,114.6518,OUT045,2002,Small,Tier 2,Supermarket Type1,2846.295,train
FDS04,10.195,Regular,0.147492524,Frozen Foods,141.5838,OUT017,2007,Small,Tier 2,Supermarket Type1,1685.8056,train
FDM58,16.85,Regular,0.0,Snack Foods,110.0544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2572.6512,train
FDB60,9.3,Low Fat,0.028566433,Baking Goods,193.0136,OUT049,1999,Medium,Tier 1,Supermarket Type1,4860.34,train
FDH28,15.85,Regular,0.110479217,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,531.3084,train
NCU53,5.485,Low Fat,0.042838514,Health and Hygiene,163.7842,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842,train
FDL44,18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,OUT013,1987,High,Tier 3,Supermarket Type1,3397.5774,train
FDI22,12.6,Low Fat,0.096132367,Snack Foods,208.9612,OUT013,1987,High,Tier 3,Supermarket Type1,4181.224,train
DRM37,15.35,LF,0.168780127,Soft Drinks,197.8768,OUT019,1985,Small,Tier 1,Grocery Store,197.0768,train
FDX40,12.85,Low Fat,0.099193899,Frozen Foods,38.1164,OUT045,2002,Small,Tier 2,Supermarket Type1,656.4788,train
DRG15,6.13,Low Fat,0.076721393,Dairy,59.4536,OUT035,2004,Small,Tier 2,Supermarket Type1,2021.3688,train
FDV19,14.85,Regular,0.06173052,Fruits and Vegetables,159.1578,OUT019,1985,Small,Tier 1,Grocery Store,160.4578,train
DRF01,5.655,Low Fat,0.174934513,Soft Drinks,145.0102,OUT013,1987,High,Tier 3,Supermarket Type1,1895.5326,train
NCV54,11.1,Low Fat,0.0,Household,119.1124,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.6364,train
FDO21,11.6,Regular,0.009802791,Snack Foods,223.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,1125.202,train
FDA40,16.0,Regular,0.09942555,Frozen Foods,87.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,527.3136,train
FDE59,12.15,Low Fat,0.062384659,Starchy Foods,34.6532,OUT049,1999,Medium,Tier 1,Supermarket Type1,719.064,train
FDX47,6.55,Regular,0.034745307,Breads,158.8288,OUT018,2009,Medium,Tier 3,Supermarket Type2,4399.6064,train
FDW34,9.6,Low Fat,0.035579135,Snack Foods,244.417,OUT046,1997,Small,Tier 1,Supermarket Type1,1944.136,train
NCM30,19.1,Low Fat,0.067569539,Household,43.0796,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,train
FDA02,14.0,Regular,0.029697925,Dairy,143.0786,OUT013,1987,High,Tier 3,Supermarket Type1,3178.5292,train
FDV19,14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,train
FDT48,4.92,LF,0.045916788,Baking Goods,198.8084,OUT013,1987,High,Tier 3,Supermarket Type1,2976.126,train
FDD09,13.5,Low Fat,0.021539999,Fruits and Vegetables,182.4976,OUT045,2002,Small,Tier 2,Supermarket Type1,1629.8784,train
FDZ25,15.7,Regular,0.027673055,Canned,169.279,OUT045,2002,Small,Tier 2,Supermarket Type1,3735.138,train
NCE19,8.97,Low Fat,0.092997032,Household,55.2956,OUT035,2004,Small,Tier 2,Supermarket Type1,873.5296,train
DRE25,15.35,Low Fat,0.073283193,Soft Drinks,91.812,OUT046,1997,Small,Tier 1,Supermarket Type1,1771.028,train
FDC14,14.5,Regular,0.041049322,Canned,41.2454,OUT027,1985,Medium,Tier 3,Supermarket Type3,1342.2528,train
FDO15,16.75,Regular,0.008525061,Meat,72.5038,OUT027,1985,Medium,Tier 3,Supermarket Type3,2512.7292,train
FDC46,17.7,Low Fat,0.117201696,Snack Foods,184.0266,OUT017,2007,Small,Tier 2,Supermarket Type1,2397.5458,train
NCX42,6.36,Low Fat,0.005977465,Household,163.3526,OUT035,2004,Small,Tier 2,Supermarket Type1,2631.2416,train
FDK52,18.25,Low Fat,0.0,Frozen Foods,225.3062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4288.4178,train
FDD04,16.0,Low Fat,0.157528118,Dairy,142.9154,OUT019,1985,Small,Tier 1,Grocery Store,141.8154,train
FDF12,8.235,Low Fat,0.082427854,Baking Goods,149.3076,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.3444,train
